# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		756		0		170
1		711		0		185
2		640		0		188
3		601		0		190
4		581		0		193
5		570		0		194
6		522		0		183
7		497		0		189
8		491		0		184
9		480		0		191
10		478		0		183
11		474		0		186
12		460		0		183
13		451		0		186
14		450		0		188
15		437		0		184
16		436		0		179
17		415		0		185
18		411		0		188
19		393		0		193
20		385		0		188
21		384		0		188
22		386		0		190
23		376		0		190
24		382		0		192
25		378		0		189
26		382		0		191
27		363		0		188
28		367		0		192
29		369		0		190
30		368		0		188
31		360		0		184
32		360		0		190
33		353		0		186
34		363		0		180
35		356		0		183
36		368		0		178
37		350		0		184
38		343		0		185
39		349		0		182
40		351		0		186
41		347		0		184
42		347		0		186
43		342		0		184
44		333		0		186
45		328		0		188
46		330		0		185
47		316		0		183
48		317		0		184
49		322		0		183
50		321		0		186
51		317		0		182
52		320		0		186
53		314		0		185
54		314		0		181
55		305		0		184
56		299		0		185
57		293		0		187
58		291		0		186
59		297		0		185
60		296		0		180
61		300		0		189
62		301		0		184
63		302		0		180
64		299		0		184
65		289		0		184
66		292		0		184
67		290		0		186
68		299		0		180
69		306		0		184
70		306		0		184
71		288		0		184
72		288		0		183
73		285		0		184
74		283		0		185
75		284		0		183
76		283		0		187
77		276		0		183
78		272		0		187
79		278		0		183
80		275		0		188
81		275		0		191
82		276		0		190
83		286		0		189
84		279		0		186
85		283		0		187
86		282		0		186
87		287		0		187
88		290		0		182
89		285		0		182
90		286		0		186
91		282		0		188
92		282		0		183
93		277		0		183
94		271		0		185
95		278		0		188
96		273		0		185
97		276		0		183
98		270		0		183
99		270		0		185
100		265		0		182
101		267		0		183
102		268		0		187
103		263		0		185
104		262		0		184
105		261		0		187
106		263		0		187
107		264		0		188
108		259		0		188
109		269		0		185
110		261		0		187
111		266		0		185
112		256		0		186
113		256		0		186
114		263		0		191
115		265		0		191
116		269		0		190
117		260		0		189
118		258		0		187
119		262		0		184
120		265		0		183
121		263		0		183
122		261		0		183
123		258		0		187
124		258		0		189
125		258		0		189
126		265		0		183
127		266		0		185
128		256		0		186
129		259		0		188
130		262		0		186
131		260		0		185
132		272		0		187
133		266		0		186
134		269		0		186
135		265		0		188
136		268		0		188
137		262		0		187
138		260		0		188
139		260		0		186
140		258		0		186
141		260		0		186
142		263		0		185
143		267		0		190
144		260		0		186
145		262		0		187
146		261		0		186
147		261		0		184
148		261		0		187
149		262		0		191
150		260		0		188
151		259		0		189
152		254		0		187
153		256		0		187
154		263		0		184
155		266		0		182
156		263		0		185
157		257		0		189
158		257		0		187
159		261		0		187
160		261		0		188
161		277		0		186
162		271		0		189
163		275		0		182
164		277		0		180
165		267		0		191
166		262		0		188
167		268		0		191
168		266		0		186
169		262		0		186
170		256		0		187
171		258		0		187
172		262		0		189
173		261		0		185
174		257		0		188
175		266		0		185
176		272		0		183
177		260		0		187
178		256		0		188
179		258		0		187
180		260		0		188
181		261		0		190
182		256		0		186
183		260		0		185
184		267		0		184
185		265		0		181
186		258		0		187
187		265		0		188
188		261		0		188
189		258		0		185
190		253		0		184
191		258		0		186
192		261		0		189
193		263		0		187
194		263		0		187
195		263		0		185
196		257		0		184
197		254		0		186
198		255		0		186
199		256		0		190
200		253		0		189
201		260		0		185
202		255		0		189
203		256		0		189
204		254		0		185
205		254		0		185
206		254		0		189
207		248		0		185
208		250		0		186
209		256		0		185
210		252		0		185
211		256		0		188
212		261		0		189
213		256		0		186
214		256		0		187
215		251		0		189
216		254		0		187
217		252		0		184
218		251		0		188
219		252		0		183
220		247		0		186
221		252		0		184
222		249		0		185
223		253		0		187
224		252		0		189
225		246		0		187
226		244		0		185
227		244		0		185
228		250		0		188
229		252		0		188
230		256		0		186
231		252		0		186
232		248		0		186
233		249		0		187
234		254		0		189
235		252		0		189
236		249		0		189
237		249		0		189
238		249		0		189
239		255		0		189
240		251		0		188
241		251		0		190
242		253		0		190
243		250		0		188
244		247		0		188
245		251		0		186
246		257		0		186
247		258		0		188
248		258		0		188
249		252		0		185
250		261		0		187
251		258		0		187
252		256		0		185
253		254		0		187
254		255		0		189
255		250		0		189
256		248		0		189
257		246		0		187
258		248		0		189
259		251		0		188
260		252		0		188
261		255		0		187
262		256		0		189
263		253		0		188
264		253		0		192
265		250		0		191
266		254		0		192
267		248		0		189
268		247		0		190
269		251		0		191
270		255		0		187
271		256		0		188
272		259		0		188
273		259		0		185
274		257		0		189
275		254		0		189
276		243		0		187
277		249		0		187
278		245		0		187
279		249		0		187
280		249		0		189
281		255		0		186
282		247		0		187
283		247		0		187
284		255		0		189
285		249		0		188
286		249		0		188
287		251		0		189
288		249		0		190
289		250		0		189
290		251		0		191
291		251		0		192
292		254		0		190
293		252		0		185
294		252		0		187
295		250		0		186
296		245		0		186
297		251		0		187
298		256		0		188
299		252		0		186
300		260		0		189
301		263		0		184
302		255		0		184
303		255		0		185
304		248		0		191
305		248		0		190
306		250		0		189
307		249		0		188
308		248		0		186
309		249		0		184
310		249		0		184
311		253		0		186
312		249		0		188
313		251		0		185
314		253		0		190
315		253		0		185
316		247		0		186
317		245		0		186
318		245		0		186
319		245		0		186
320		243		0		187
321		248		0		186
322		249		0		186
323		245		0		187
324		251		0		188
325		255		0		187
326		261		0		185
327		249		0		184
328		247		0		186
329		253		0		185
330		245		0		186
331		255		0		188
332		256		0		191
333		251		0		190
334		257		0		187
335		251		0		189
336		251		0		189
337		253		0		189
338		253		0		188
339		250		0		188
340		259		0		191
341		256		0		186
342		249		0		187
343		253		0		187
344		255		0		186
345		249		0		188
346		243		0		186
347		248		0		186
348		250		0		188
349		256		0		190
350		254		0		191
351		250		0		191
352		244		0		187
353		245		0		185
354		253		0		185
355		249		0		184
356		247		0		186
357		249		0		185
358		254		0		186
359		253		0		185
360		247		0		188
361		246		0		188
362		247		0		187
363		248		0		187
364		248		0		188
365		247		0		187
366		255		0		188
367		257		0		187
368		249		0		188
369		255		0		190
370		248		0		187
371		251		0		187
372		250		0		186
373		247		0		184
374		252		0		184
375		249		0		190
376		245		0		186
377		249		0		188
378		247		0		188
379		245		0		186
380		247		0		185
381		247		0		187
382		243		0		186
383		248		0		186
384		251		0		187
385		251		0		189
386		253		0		188
387		250		0		185
388		256		0		186
389		254		0		187
390		253		0		191
391		253		0		188
392		249		0		188
393		247		0		185
394		247		0		187
395		247		0		188
396		243		0		186
397		249		0		189
398		249		0		190
399		252		0		188
400		254		0		190
401		250		0		188
402		248		0		185
403		246		0		187
404		247		0		187
405		251		0		188
406		245		0		186
407		253		0		184
408		257		0		183
409		252		0		187
410		250		0		185
