# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8190		0		3058
1		7544		0		3056
2		7007		0		3076
3		6670		0		3062
4		6351		0		3070
5		6141		0		3093
6		5994		0		3104
7		5849		0		3103
8		5658		0		3121
9		5573		0		3110
10		5446		0		3143
11		5403		0		3132
12		5317		0		3174
13		5262		0		3131
14		5173		0		3161
15		5140		0		3155
16		5082		0		3165
17		5000		0		3165
18		4964		0		3166
19		4886		0		3180
20		4782		0		3180
21		4743		0		3169
22		4714		0		3168
23		4700		0		3149
24		4683		0		3159
25		4669		0		3162
26		4636		0		3180
27		4628		0		3185
28		4619		0		3177
29		4569		0		3167
30		4592		0		3192
31		4587		0		3190
32		4534		0		3159
33		4500		0		3169
34		4538		0		3154
35		4486		0		3159
36		4502		0		3158
37		4497		0		3138
38		4461		0		3163
39		4379		0		3153
40		4398		0		3167
41		4376		0		3149
42		4364		0		3163
43		4344		0		3149
44		4300		0		3169
45		4291		0		3153
46		4278		0		3167
47		4245		0		3166
48		4246		0		3160
49		4252		0		3146
50		4242		0		3177
51		4210		0		3173
52		4192		0		3175
53		4168		0		3176
54		4157		0		3152
55		4175		0		3163
56		4127		0		3168
57		4128		0		3166
58		4084		0		3185
59		4081		0		3170
60		4043		0		3171
61		4043		0		3188
62		4006		0		3185
63		4003		0		3178
64		3979		0		3189
65		3974		0		3179
66		3948		0		3184
67		3920		0		3187
68		3915		0		3183
69		3876		0		3192
70		3857		0		3185
71		3863		0		3177
72		3842		0		3165
73		3842		0		3175
74		3828		0		3189
75		3839		0		3193
76		3800		0		3169
77		3808		0		3176
78		3769		0		3173
79		3776		0		3188
80		3787		0		3170
81		3778		0		3188
82		3762		0		3188
83		3729		0		3187
84		3730		0		3188
85		3736		0		3197
86		3696		0		3196
87		3698		0		3187
88		3696		0		3187
89		3713		0		3194
90		3696		0		3177
91		3672		0		3186
92		3641		0		3181
93		3676		0		3192
94		3713		0		3192
95		3688		0		3194
96		3655		0		3197
97		3677		0		3186
98		3643		0		3179
99		3653		0		3177
100		3602		0		3174
101		3601		0		3159
102		3601		0		3165
103		3620		0		3171
104		3590		0		3165
105		3604		0		3173
106		3606		0		3183
107		3603		0		3197
108		3593		0		3181
109		3597		0		3183
110		3570		0		3189
111		3575		0		3196
112		3569		0		3203
113		3557		0		3197
114		3539		0		3179
115		3548		0		3191
116		3563		0		3181
117		3569		0		3190
118		3571		0		3189
119		3547		0		3198
120		3534		0		3193
121		3498		0		3215
122		3509		0		3205
123		3491		0		3200
124		3513		0		3200
125		3522		0		3201
126		3537		0		3198
127		3516		0		3211
128		3487		0		3195
129		3486		0		3202
130		3502		0		3196
131		3471		0		3212
132		3499		0		3220
133		3501		0		3213
134		3495		0		3189
135		3492		0		3201
136		3489		0		3203
137		3491		0		3202
138		3466		0		3202
139		3471		0		3225
140		3452		0		3212
141		3420		0		3217
142		3430		0		3231
143		3426		0		3223
144		3443		0		3225
145		3435		0		3206
146		3424		0		3206
147		3406		0		3197
148		3408		0		3204
149		3388		0		3224
150		3371		0		3212
151		3351		0		3209
152		3370		0		3214
153		3370		0		3216
154		3384		0		3205
155		3375		0		3213
156		3350		0		3215
157		3356		0		3200
158		3361		0		3192
159		3359		0		3200
160		3358		0		3210
161		3351		0		3209
162		3369		0		3208
163		3369		0		3204
164		3372		0		3206
165		3382		0		3220
166		3384		0		3217
167		3376		0		3213
168		3341		0		3216
169		3342		0		3210
170		3327		0		3207
171		3325		0		3228
172		3340		0		3203
173		3349		0		3202
174		3331		0		3219
175		3355		0		3232
176		3294		0		3220
177		3291		0		3221
178		3320		0		3219
179		3312		0		3209
180		3328		0		3210
181		3349		0		3214
182		3328		0		3216
183		3288		0		3225
184		3279		0		3220
185		3280		0		3214
186		3285		0		3229
187		3259		0		3232
188		3266		0		3226
189		3278		0		3231
190		3267		0		3225
191		3275		0		3223
192		3287		0		3216
193		3281		0		3211
194		3236		0		3229
195		3243		0		3217
196		3230		0		3215
197		3217		0		3203
198		3220		0		3236
199		3222		0		3215
200		3206		0		3208
201		3249		0		3224
202		3238		0		3228
203		3232		0		3224
204		3200		0		3219
205		3207		0		3221
206		3197		0		3223
207		3180		0		3233
208		3180		0		3219
209		3194		0		3218
210		3176		0		3222
211		3195		0		3226
212		3200		0		3212
213		3185		0		3229
214		3204		0		3216
215		3177		0		3230
216		3191		0		3223
217		3210		0		3228
218		3198		0		3247
219		3199		0		3225
220		3183		0		3226
221		3190		0		3246
222		3188		0		3225
223		3203		0		3235
